PathwayID	Naive	MinPath	TotalGene	GeneFound	Coverage	Description
map04613	1	1	90	27	0.3	Neutrophil extracellular trap formation
map04930	1	0	37	11	0.2972972972972973	Type II diabetes mellitus
map04927	1	0	54	16	0.2962962962962963	Cortisol synthesis and secretion
map04911	1	0	68	20	0.29411764705882354	Insulin secretion
map04929	1	0	51	15	0.29411764705882354	GnRH secretion
map00565	1	1	31	9	0.2903225806451613	Ether lipid metabolism
map05134	1	1	69	20	0.2898550724637681	Legionellosis
map00940	1	1	38	11	0.2894736842105263	Phenylpropanoid biosynthesis
map04130	1	1	35	10	0.2857142857142857	SNARE interactions in vesicular transport
map04728	1	0	84	24	0.2857142857142857	Dopaminergic synapse
map04919	1	1	91	26	0.2857142857142857	Thyroid hormone signaling pathway
map04140	1	0	109	31	0.28440366972477066	Autophagy - animal
map04724	1	1	88	25	0.2840909090909091	Glutamatergic synapse
map04916	1	0	67	19	0.2835820895522388	Melanogenesis
map04540	1	0	60	17	0.2833333333333333	Gap junction
map04530	1	0	106	30	0.2830188679245283	Tight junction
map04970	1	1	64	18	0.28125	Salivary secretion
map04022	1	0	121	34	0.2809917355371901	cGMP-PKG signaling pathway
map04924	1	0	50	14	0.28	Renin secretion
map00982	1	0	25	7	0.28	Drug metabolism - cytochrome P450
map00592	1	0	25	7	0.28	alpha-Linolenic acid metabolism
map05034	1	1	86	24	0.27906976744186046	Alcoholism
map00440	1	1	43	12	0.27906976744186046	Phosphonate and phosphinate metabolism
map04371	1	0	104	29	0.27884615384615385	Apelin signaling pathway
map00460	1	0	36	10	0.2777777777777778	Cyanoamino acid metabolism
map03460	1	1	54	15	0.2777777777777778	Fanconi anemia pathway
map04913	1	0	40	11	0.275	Ovarian steroidogenesis
map04976	1	0	62	17	0.27419354838709675	Bile secretion
map04270	1	1	95	26	0.2736842105263158	Vascular smooth muscle contraction
map00362	1	1	106	29	0.27358490566037735	Benzoate degradation
map04614	1	1	22	6	0.2727272727272727	Renin-angiotensin system
map04216	1	1	33	9	0.2727272727272727	Ferroptosis
map04361	1	1	59	16	0.2711864406779661	Axon regeneration
map05032	1	0	64	17	0.265625	Morphine addiction
map04750	1	1	68	18	0.2647058823529412	Inflammatory mediator regulation of TRP channels
map00980	1	1	34	9	0.2647058823529412	Metabolism of xenobiotics by cytochrome P450
map00622	1	0	34	9	0.2647058823529412	Xylene degradation
map00680	1	1	190	49	0.2578947368421053	Methane metabolism
map00625	1	1	43	11	0.2558139534883721	Chloroalkane and chloroalkene degradation
map05166	1	1	184	47	0.2554347826086957	Human T-cell leukemia virus 1 infection
map04623	1	0	51	13	0.2549019607843137	Cytosolic DNA-sensing pathway
map05203	1	1	174	44	0.25287356321839083	Viral carcinogenesis
map00365	1	1	8	2	0.25	Furfural degradation
map05132	1	1	217	54	0.2488479262672811	Salmonella infection
map05131	1	1	205	51	0.24878048780487805	Shigellosis
map04218	1	1	117	29	0.24786324786324787	Cellular senescence
map04142	1	1	105	26	0.24761904761904763	Lysosome
map04934	1	1	122	30	0.2459016393442623	Cushing syndrome
map04920	1	0	53	13	0.24528301886792453	Adipocytokine signaling pathway
map04935	1	0	91	22	0.24175824175824176	Growth hormone synthesis, secretion and action
map05120	1	1	91	22	0.24175824175824176	Epithelial cell signaling in Helicobacter pylori infection
map00626	1	1	29	7	0.2413793103448276	Naphthalene degradation
map05214	1	0	54	13	0.24074074074074073	Glioma
map05133	1	1	79	19	0.24050632911392406	Pertussis
map00591	1	1	25	6	0.24	Linoleic acid metabolism
map03320	1	1	63	15	0.23809523809523808	PPAR signaling pathway
map00195	1	1	63	15	0.23809523809523808	Photosynthesis
map04915	1	0	77	18	0.23376623376623376	Estrogen signaling pathway
map04725	1	0	90	21	0.23333333333333334	Cholinergic synapse
map04722	1	0	90	21	0.23333333333333334	Neurotrophin signaling pathway
map04611	1	0	90	21	0.23333333333333334	Platelet activation
map04015	1	1	162	37	0.22839506172839505	Rap1 signaling pathway
map00633	1	1	22	5	0.22727272727272727	Nitrotoluene degradation
map04670	1	0	75	17	0.22666666666666666	Leukocyte transendothelial migration
map01521	1	0	67	15	0.22388059701492538	EGFR tyrosine kinase inhibitor resistance
map05130	1	1	152	34	0.2236842105263158	Pathogenic Escherichia coli infection
map04928	1	0	85	19	0.2235294117647059	Parathyroid hormone synthesis, secretion and action
map04978	1	1	36	8	0.2222222222222222	Mineral absorption
map05213	1	0	45	10	0.2222222222222222	Endometrial cancer
map05033	1	0	27	6	0.2222222222222222	Nicotine addiction
map00120	1	0	18	4	0.2222222222222222	Primary bile acid biosynthesis
map00472	1	0	9	2	0.2222222222222222	D-Arginine and D-ornithine metabolism
map04072	1	0	108	24	0.2222222222222222	Phospholipase D signaling pathway
map05210	1	0	72	16	0.2222222222222222	Colorectal cancer
map04020	1	1	185	41	0.22162162162162163	Calcium signaling pathway
map05170	1	1	163	36	0.22085889570552147	Human immunodeficiency virus 1 infection
map05146	1	1	87	19	0.21839080459770116	Amoebiasis
map05225	1	1	116	25	0.21551724137931033	Hepatocellular carcinoma
map04510	1	0	149	32	0.21476510067114093	Focal adhesion
map04024	1	0	163	35	0.2147239263803681	cAMP signaling pathway
map00571	1	1	14	3	0.21428571428571427	Lipoarabinomannan (LAM) biosynthesis
map04975	1	0	28	6	0.21428571428571427	Fat digestion and absorption
map04013	1	1	84	18	0.21428571428571427	MAPK signaling pathway - fly
map05417	1	0	159	34	0.2138364779874214	Lipid and atherosclerosis
map05152	1	0	131	28	0.21374045801526717	Tuberculosis
map04974	1	1	66	14	0.21212121212121213	Protein digestion and absorption
map04360	1	1	128	27	0.2109375	Axon guidance
map04926	1	0	96	20	0.20833333333333334	Relaxin signaling pathway
map05111	1	1	106	22	0.20754716981132076	Biofilm formation - Vibrio cholerae
map05216	1	0	34	7	0.20588235294117646	Thyroid cancer
map04068	1	0	102	21	0.20588235294117646	FoxO signaling pathway
map05030	1	0	39	8	0.20512820512820512	Cocaine addiction
map04016	1	1	54	11	0.2037037037037037	MAPK signaling pathway - plant
map04012	1	0	69	14	0.2028985507246377	ErbB signaling pathway
map05410	1	1	79	16	0.20253164556962025	Hypertrophic cardiomyopathy
map04810	1	1	163	33	0.20245398773006135	Regulation of actin cytoskeleton
map00908	1	1	10	2	0.2	Zeatin biosynthesis
map04340	1	1	45	9	0.2	Hedgehog signaling pathway
map05223	1	0	60	12	0.2	Non-small cell lung cancer
map00830	1	1	50	10	0.2	Retinol metabolism
map05142	1	0	85	17	0.2	Chagas disease
map04075	1	1	45	9	0.2	Plant hormone signal transduction
map05215	1	0	81	16	0.19753086419753085	Prostate cancer
map05135	1	0	122	24	0.19672131147540983	Yersinia infection
map04923	1	0	46	9	0.1956521739130435	Regulation of lipolysis in adipocytes
map04612	1	1	46	9	0.1956521739130435	Antigen processing and presentation
map05205	1	0	165	32	0.19393939393939394	Proteoglycans in cancer
map00621	1	0	31	6	0.1935483870967742	Dioxin degradation
map04310	1	1	119	23	0.19327731092436976	Wnt signaling pathway
map05169	1	0	172	33	0.19186046511627908	Epstein-Barr virus infection
map05212	1	0	63	12	0.19047619047619047	Pancreatic cancer
map04662	1	0	58	11	0.1896551724137931	B cell receptor signaling pathway
map04726	1	1	85	16	0.18823529411764706	Serotonergic synapse
map00405	1	0	16	3	0.1875	Phenazine biosynthesis
map05165	1	1	231	43	0.18614718614718614	Human papillomavirus infection
map04660	1	0	86	16	0.18604651162790697	T cell receptor signaling pathway
map00627	1	1	81	15	0.18518518518518517	Aminobenzoate degradation
map05204	1	0	38	7	0.18421052631578946	Chemical carcinogenesis
map04933	1	0	76	14	0.18421052631578946	AGE-RAGE signaling pathway in diabetic complications
map05414	1	0	87	16	0.1839080459770115	Dilated cardiomyopathy
map04711	1	0	11	2	0.18181818181818182	Circadian rhythm - fly
map05164	1	1	128	23	0.1796875	Influenza A
map05145	1	0	95	17	0.17894736842105263	Toxoplasmosis
map04320	1	1	28	5	0.17857142857142858	Dorso-ventral axis formation
map00590	1	1	45	8	0.17777777777777778	Arachidonic acid metabolism
map04014	1	1	180	32	0.17777777777777778	Ras signaling pathway
map04917	1	0	57	10	0.17543859649122806	Prolactin signaling pathway
map04626	1	1	86	15	0.1744186046511628	Plant-pathogen interaction
map04210	1	1	110	19	0.17272727272727273	Apoptosis
map04625	1	0	82	14	0.17073170731707318	C-type lectin receptor signaling pathway
map05143	1	1	41	7	0.17073170731707318	African trypanosomiasis
map04010	1	1	235	40	0.1702127659574468	MAPK signaling pathway
map04664	1	0	47	8	0.1702127659574468	Fc epsilon RI signaling pathway
map00532	1	1	18	3	0.16666666666666666	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
map00364	1	1	18	3	0.16666666666666666	Fluorobenzoate degradation
map04217	1	0	97	16	0.16494845360824742	Necroptosis
map05235	1	0	73	12	0.1643835616438356	PD-L1 expression and PD-1 checkpoint pathway in cancer
map04151	1	1	263	43	0.1634980988593156	PI3K-Akt signaling pathway
map04979	1	1	49	8	0.16326530612244897	Cholesterol metabolism
map05200	1	1	417	68	0.1630695443645084	Pathways in cancer
map05163	1	0	192	31	0.16145833333333334	Human cytomegalovirus infection
map00950	1	0	62	10	0.16129032258064516	Isoquinoline alkaloid biosynthesis
map05160	1	0	112	18	0.16071428571428573	Hepatitis C
map05202	1	1	162	26	0.16049382716049382	Transcriptional misregulation in cancer
map04740	1	0	25	4	0.16	Olfactory transduction
map05218	1	0	50	8	0.16	Melanoma
map05220	1	0	63	10	0.15873015873015872	Chronic myeloid leukemia
map04390	1	1	115	18	0.1565217391304348	Hippo signaling pathway
map05322	1	1	45	7	0.15555555555555556	Systemic lupus erythematosus
map05416	1	0	39	6	0.15384615384615385	Viral myocarditis
map00333	1	0	20	3	0.15	Prodigiosin biosynthesis
map04215	1	0	40	6	0.15	Apoptosis - multiple species
map05168	1	1	148	22	0.14864864864864866	Herpes simplex virus 1 infection
map04712	1	1	27	4	0.14814814814814814	Circadian rhythm - plant
map04062	1	0	162	24	0.14814814814814814	Chemokine signaling pathway
map05167	1	0	169	25	0.14792899408284024	Kaposi sarcoma-associated herpesvirus infection
map05412	1	1	68	10	0.14705882352941177	Arrhythmogenic right ventricular cardiomyopathy
map05162	1	1	117	17	0.1452991452991453	Measles
map01522	1	0	77	11	0.14285714285714285	Endocrine resistance
map05418	1	0	99	14	0.1414141414141414	Fluid shear stress and atherosclerosis
map05221	1	0	57	8	0.14035087719298245	Acute myeloid leukemia
map04512	1	1	65	9	0.13846153846153847	ECM-receptor interaction
map01055	1	1	29	4	0.13793103448275862	Biosynthesis of vancomycin group antibiotics
map05161	1	0	132	18	0.13636363636363635	Hepatitis B
map05140	1	0	59	8	0.13559322033898305	Leishmaniasis
map05222	1	0	74	10	0.13513513513513514	Small cell lung cancer
map05323	1	0	67	9	0.13432835820895522	Rheumatoid arthritis
map04621	1	1	142	19	0.13380281690140844	NOD-like receptor signaling pathway
map00531	1	0	15	2	0.13333333333333333	Glycosaminoglycan degradation
map00603	1	0	15	2	0.13333333333333333	Glycosphingolipid biosynthesis - globo and isoglobo series
map00121	1	1	15	2	0.13333333333333333	Secondary bile acid biosynthesis
map00140	1	0	46	6	0.13043478260869565	Steroid hormone biosynthesis
map04977	1	0	23	3	0.13043478260869565	Vitamin digestion and absorption
map05226	1	0	108	14	0.12962962962962962	Gastric cancer
map04650	1	0	93	12	0.12903225806451613	Natural killer cell mediated cytotoxicity
map05206	1	1	245	31	0.12653061224489795	MicroRNAs in cancer
map00402	1	1	8	1	0.125	Benzoxazinoid biosynthesis
map00232	1	0	16	2	0.125	Caffeine metabolism
map00311	1	0	16	2	0.125	Penicillin and cephalosporin biosynthesis
map04657	1	1	81	10	0.12345679012345678	IL-17 signaling pathway
map04742	1	0	41	5	0.12195121951219512	Taste transduction
map00361	1	0	41	5	0.12195121951219512	Chlorocyclohexane and chlorobenzene degradation
map05150	1	1	74	9	0.12162162162162163	Staphylococcus aureus infection
map04940	1	0	25	3	0.12	Type I diabetes mellitus
map05224	1	0	105	12	0.11428571428571428	Breast cancer
map04064	1	0	97	11	0.1134020618556701	NF-kappa B signaling pathway
map04622	1	1	53	6	0.11320754716981132	RIG-I-like receptor signaling pathway
map00981	1	0	18	2	0.1111111111111111	Insect hormone biosynthesis
map04380	1	0	99	11	0.1111111111111111	Osteoclast differentiation
map00623	1	1	46	5	0.10869565217391304	Toluene degradation
map04620	1	0	76	8	0.10526315789473684	Toll-like receptor signaling pathway
map05219	1	0	38	4	0.10526315789473684	Bladder cancer
map00332	1	0	19	2	0.10526315789473684	Carbapenem biosynthesis
map04550	1	1	114	12	0.10526315789473684	Signaling pathways regulating pluripotency of stem cells
map04624	1	0	57	6	0.10526315789473684	Toll and Imd signaling pathway
map04659	1	0	86	9	0.10465116279069768	Th17 cell differentiation
map04115	1	0	67	7	0.1044776119402985	p53 signaling pathway
map00624	1	1	43	4	0.09302325581395349	Polycyclic aromatic hydrocarbon degradation
map04330	1	0	33	3	0.09090909090909091	Notch signaling pathway
map04658	1	0	67	6	0.08955223880597014	Th1 and Th2 cell differentiation
map00523	1	1	59	5	0.0847457627118644	Polyketide sugar unit biosynthesis
map04350	1	0	83	7	0.08433734939759036	TGF-beta signaling pathway
map00945	1	0	12	1	0.08333333333333333	Stilbenoid, diarylheptanoid and gingerol biosynthesis
map05217	1	0	48	4	0.08333333333333333	Basal cell carcinoma
map00906	1	1	52	4	0.07692307692307693	Carotenoid biosynthesis
map04668	1	0	92	7	0.07608695652173914	TNF signaling pathway
map00404	1	1	40	3	0.075	Staurosporine biosynthesis
map00601	1	1	27	2	0.07407407407407407	Glycosphingolipid biosynthesis - lacto and neolacto series
map00525	1	0	27	2	0.07407407407407407	Acarbose and validamycin biosynthesis
map00604	1	0	14	1	0.07142857142857142	Glycosphingolipid biosynthesis - ganglio series
map00073	1	0	14	1	0.07142857142857142	Cutin, suberine and wax biosynthesis
map00984	1	1	15	1	0.06666666666666667	Steroid degradation
map00514	1	1	31	2	0.06451612903225806	Other types of O-glycan biosynthesis
map00642	1	0	16	1	0.0625	Ethylbenzene degradation
map00997	1	1	33	2	0.06060606060606061	Biosynthesis of various secondary metabolites - part 3
map00253	1	1	17	1	0.058823529411764705	Tetracycline biosynthesis
map04744	1	0	18	1	0.05555555555555555	Phototransduction
map01054	1	1	54	3	0.05555555555555555	Nonribosomal peptide structures
map00998	1	1	55	3	0.05454545454545454	Biosynthesis of various secondary metabolites - part 2
map05340	1	0	37	2	0.05405405405405406	Primary immunodeficiency
map00524	1	0	57	3	0.05263157894736842	Neomycin, kanamycin and gentamicin biosynthesis
map00254	1	0	20	1	0.05	Aflatoxin biosynthesis
map04610	1	1	81	4	0.04938271604938271	Complement and coagulation cascades
map00515	1	0	21	1	0.047619047619047616	Mannose type O-glycan biosynthesis
map00534	1	0	22	1	0.045454545454545456	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
map05330	1	0	22	1	0.045454545454545456	Allograft rejection
map05332	1	0	22	1	0.045454545454545456	Graft-versus-host disease
map05144	1	0	67	3	0.04477611940298507	Malaria
map04080	1	0	310	13	0.041935483870967745	Neuroactive ligand-receptor interaction
map00909	1	1	73	3	0.0410958904109589	Sesquiterpenoid and triterpenoid biosynthesis
map05320	1	0	25	1	0.04	Autoimmune thyroid disease
