PathwayID	Naive	MinPath	TotalGene	GeneFound	Coverage	Description
map00625	1	0	43	12	0.27906976744186046	Chloroalkane and chloroalkene degradation
map00364	1	0	18	5	0.2777777777777778	Fluorobenzoate degradation
map00981	1	1	18	5	0.2777777777777778	Insect hormone biosynthesis
map00626	1	1	29	8	0.27586206896551724	Naphthalene degradation
map04623	1	0	51	14	0.27450980392156865	Cytosolic DNA-sensing pathway
map04270	1	0	95	26	0.2736842105263158	Vascular smooth muscle contraction
map04150	1	1	117	32	0.27350427350427353	mTOR signaling pathway
map04961	1	0	33	9	0.2727272727272727	Endocrine and other factor-regulated calcium reabsorption
map00633	1	1	22	6	0.2727272727272727	Nitrotoluene degradation
map04520	1	0	63	17	0.2698412698412698	Adherens junction
map04960	1	0	26	7	0.2692307692307692	Aldosterone-regulated sodium reabsorption
map05203	1	1	174	46	0.26436781609195403	Viral carcinogenesis
map05210	1	0	72	19	0.2638888888888889	Colorectal cancer
map04024	1	0	163	43	0.26380368098159507	cAMP signaling pathway
map03450	1	1	19	5	0.2631578947368421	Non-homologous end-joining
map04512	1	1	65	17	0.26153846153846155	ECM-receptor interaction
map04136	1	0	23	6	0.2608695652173913	Autophagy - other
map04972	1	0	69	18	0.2608695652173913	Pancreatic secretion
map01054	1	1	54	14	0.25925925925925924	Nonribosomal peptide structures
map00627	1	1	81	21	0.25925925925925924	Aminobenzoate degradation
map04928	1	1	85	22	0.25882352941176473	Parathyroid hormone synthesis, secretion and action
map05416	1	0	39	10	0.2564102564102564	Viral myocarditis
map04218	1	1	117	30	0.2564102564102564	Cellular senescence
map04626	1	1	86	22	0.2558139534883721	Plant-pathogen interaction
map00440	1	1	43	11	0.2558139534883721	Phosphonate and phosphinate metabolism
map04613	1	1	90	23	0.25555555555555554	Neutrophil extracellular trap formation
map05212	1	0	63	16	0.25396825396825395	Pancreatic cancer
map00311	1	1	16	4	0.25	Penicillin and cephalosporin biosynthesis
map05032	1	0	64	16	0.25	Morphine addiction
map04013	1	1	84	21	0.25	MAPK signaling pathway - fly
map04911	1	0	68	17	0.25	Insulin secretion
map04978	1	1	36	9	0.25	Mineral absorption
map05131	1	1	205	51	0.24878048780487805	Shigellosis
map05205	1	1	165	41	0.24848484848484848	Proteoglycans in cancer
map04730	1	0	45	11	0.24444444444444444	Long-term depression
map04075	1	1	45	11	0.24444444444444444	Plant hormone signal transduction
map04071	1	0	82	20	0.24390243902439024	Sphingolipid signaling pathway
map05418	1	0	99	24	0.24242424242424243	Fluid shear stress and atherosclerosis
map04974	1	1	66	16	0.24242424242424243	Protein digestion and absorption
map04360	1	1	128	31	0.2421875	Axon guidance
map05120	1	1	91	22	0.24175824175824176	Epithelial cell signaling in Helicobacter pylori infection
map04016	1	1	54	13	0.24074074074074073	MAPK signaling pathway - plant
map05214	1	0	54	13	0.24074074074074073	Glioma
map04713	1	1	79	19	0.24050632911392406	Circadian entrainment
map05133	1	1	79	19	0.24050632911392406	Pertussis
map04740	1	1	25	6	0.24	Olfactory transduction
map04924	1	0	50	12	0.24	Renin secretion
map04612	1	0	46	11	0.2391304347826087	Antigen processing and presentation
map04260	1	0	67	16	0.23880597014925373	Cardiac muscle contraction
map04530	1	1	106	25	0.2358490566037736	Tight junction
map00622	1	1	34	8	0.23529411764705882	Xylene degradation
map04929	1	1	51	12	0.23529411764705882	GnRH secretion
map04510	1	0	149	35	0.2348993288590604	Focal adhesion
map04390	1	1	115	27	0.23478260869565218	Hippo signaling pathway
map05165	1	1	231	54	0.23376623376623376	Human papillomavirus infection
map04810	1	1	163	38	0.2331288343558282	Regulation of actin cytoskeleton
map04020	1	1	185	43	0.23243243243243245	Calcium signaling pathway
map04214	1	1	56	13	0.23214285714285715	Apoptosis - fly
map04925	1	0	65	15	0.23076923076923078	Aldosterone synthesis and secretion
map00534	1	1	22	5	0.22727272727272727	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
map04723	1	1	119	27	0.226890756302521	Retrograde endocannabinoid signaling
map04310	1	1	119	27	0.226890756302521	Wnt signaling pathway
map05169	1	0	172	39	0.22674418604651161	Epstein-Barr virus infection
map04068	1	1	102	23	0.22549019607843138	FoxO signaling pathway
map04144	1	1	169	38	0.22485207100591717	Endocytosis
map05225	1	0	116	26	0.22413793103448276	Hepatocellular carcinoma
map04115	1	1	67	15	0.22388059701492538	p53 signaling pathway
map01521	1	0	67	15	0.22388059701492538	EGFR tyrosine kinase inhibitor resistance
map03320	1	1	63	14	0.2222222222222222	PPAR signaling pathway
map00472	1	0	9	2	0.2222222222222222	D-Arginine and D-ornithine metabolism
map05213	1	0	45	10	0.2222222222222222	Endometrial cancer
map05132	1	1	217	48	0.22119815668202766	Salmonella infection
map04371	1	0	104	23	0.22115384615384615	Apelin signaling pathway
map04750	1	0	68	15	0.22058823529411764	Inflammatory mediator regulation of TRP channels
map00830	1	1	50	11	0.22	Retinol metabolism
map04923	1	0	46	10	0.21739130434782608	Regulation of lipolysis in adipocytes
map04727	1	0	69	15	0.21739130434782608	GABAergic synapse
map04015	1	1	162	35	0.21604938271604937	Rap1 signaling pathway
map04932	1	0	125	27	0.216	Non-alcoholic fatty liver disease
map04724	1	1	88	19	0.2159090909090909	Glutamatergic synapse
map05211	1	0	56	12	0.21428571428571427	Renal cell carcinoma
map00604	1	1	14	3	0.21428571428571427	Glycosphingolipid biosynthesis - ganglio series
map00073	1	1	14	3	0.21428571428571427	Cutin, suberine and wax biosynthesis
map05152	1	1	131	28	0.21374045801526717	Tuberculosis
map04140	1	1	109	23	0.21100917431192662	Autophagy - animal
map05100	1	1	76	16	0.21052631578947367	Bacterial invasion of epithelial cells
map05323	1	0	67	14	0.208955223880597	Rheumatoid arthritis
map01522	1	0	77	16	0.2077922077922078	Endocrine resistance
map05417	1	0	159	33	0.20754716981132076	Lipid and atherosclerosis
map01055	1	1	29	6	0.20689655172413793	Biosynthesis of vancomycin group antibiotics
map04370	1	0	39	8	0.20512820512820512	VEGF signaling pathway
map04979	1	1	49	10	0.20408163265306123	Cholesterol metabolism
map04666	1	0	64	13	0.203125	Fc gamma R-mediated phagocytosis
map04012	1	0	69	14	0.2028985507246377	ErbB signaling pathway
map05222	1	0	74	15	0.20270270270270271	Small cell lung cancer
map04728	1	0	84	17	0.20238095238095238	Dopaminergic synapse
map04971	1	0	50	10	0.2	Gastric acid secretion
map05322	1	1	45	9	0.2	Systemic lupus erythematosus
map00331	1	1	5	1	0.2	Clavulanic acid biosynthesis
map00121	1	1	15	3	0.2	Secondary bile acid biosynthesis
map04670	1	0	75	15	0.2	Leukocyte transendothelial migration
map04130	1	1	35	7	0.2	SNARE interactions in vesicular transport
map05215	1	0	81	16	0.19753086419753085	Prostate cancer
map04933	1	0	76	15	0.19736842105263158	AGE-RAGE signaling pathway in diabetic complications
map05135	1	0	122	24	0.19672131147540983	Yersinia infection
map04934	1	1	122	24	0.19672131147540983	Cushing syndrome
map05170	1	0	163	32	0.19631901840490798	Human immunodeficiency virus 1 infection
map00140	1	1	46	9	0.1956521739130435	Steroid hormone biosynthesis
map05146	1	1	87	17	0.19540229885057472	Amoebiasis
map04742	1	1	41	8	0.1951219512195122	Taste transduction
map00361	1	1	41	8	0.1951219512195122	Chlorocyclohexane and chlorobenzene degradation
map04915	1	1	77	15	0.19480519480519481	Estrogen signaling pathway
map00621	1	1	31	6	0.1935483870967742	Dioxin degradation
map05130	1	1	152	29	0.19078947368421054	Pathogenic Escherichia coli infection
map00195	1	1	63	12	0.19047619047619047	Photosynthesis
map05220	1	0	63	12	0.19047619047619047	Chronic myeloid leukemia
map05161	1	0	132	25	0.1893939393939394	Hepatitis B
map05217	1	0	48	9	0.1875	Basal cell carcinoma
map00232	1	0	16	3	0.1875	Caffeine metabolism
map04712	1	1	27	5	0.18518518518518517	Circadian rhythm - plant
map04927	1	0	54	10	0.18518518518518517	Cortisol synthesis and secretion
map04137	1	1	60	11	0.18333333333333332	Mitophagy - animal
map04216	1	1	33	6	0.18181818181818182	Ferroptosis
map00905	1	1	11	2	0.18181818181818182	Brassinosteroid biosynthesis
map04210	1	1	110	20	0.18181818181818182	Apoptosis
map05224	1	0	105	19	0.18095238095238095	Breast cancer
map05218	1	0	50	9	0.18	Melanoma
map05200	1	1	417	75	0.17985611510791366	Pathways in cancer
map04916	1	0	67	12	0.1791044776119403	Melanogenesis
map05160	1	1	112	20	0.17857142857142858	Hepatitis C
map04722	1	0	90	16	0.17777777777777778	Neurotrophin signaling pathway
map04926	1	0	96	17	0.17708333333333334	Relaxin signaling pathway
map00943	1	1	17	3	0.17647058823529413	Isoflavonoid biosynthesis
map04726	1	1	85	15	0.17647058823529413	Serotonergic synapse
map04072	1	0	108	19	0.17592592592592593	Phospholipase D signaling pathway
map04550	1	1	114	20	0.17543859649122806	Signaling pathways regulating pluripotency of stem cells
map05221	1	0	57	10	0.17543859649122806	Acute myeloid leukemia
map04977	1	1	23	4	0.17391304347826086	Vitamin digestion and absorption
map00623	1	1	46	8	0.17391304347826086	Toluene degradation
map04920	1	0	53	9	0.16981132075471697	Adipocytokine signaling pathway
map05163	1	0	192	32	0.16666666666666666	Human cytomegalovirus infection
map05226	1	0	108	18	0.16666666666666666	Gastric cancer
map00120	1	0	18	3	0.16666666666666666	Primary bile acid biosynthesis
map04744	1	1	18	3	0.16666666666666666	Phototransduction
map05223	1	0	60	10	0.16666666666666666	Non-small cell lung cancer
map00062	1	0	24	4	0.16666666666666666	Fatty acid elongation
map04935	1	1	91	15	0.16483516483516483	Growth hormone synthesis, secretion and action
map04151	1	1	263	43	0.1634980988593156	PI3K-Akt signaling pathway
map05340	1	0	37	6	0.16216216216216217	Primary immunodeficiency
map04010	1	1	235	38	0.16170212765957448	MAPK signaling pathway
map05204	1	0	38	6	0.15789473684210525	Chemical carcinogenesis
map00332	1	1	19	3	0.15789473684210525	Carbapenem biosynthesis
map05164	1	1	128	20	0.15625	Influenza A
map04662	1	0	58	9	0.15517241379310345	B cell receptor signaling pathway
map04950	1	0	26	4	0.15384615384615385	Maturity onset diabetes of the young
map05140	1	0	59	9	0.15254237288135594	Leishmaniasis
map04330	1	0	33	5	0.15151515151515152	Notch signaling pathway
map05235	1	0	73	11	0.1506849315068493	PD-L1 expression and PD-1 checkpoint pathway in cancer
map05202	1	1	162	24	0.14814814814814814	Transcriptional misregulation in cancer
map05145	1	0	95	14	0.14736842105263157	Toxoplasmosis
map05216	1	0	34	5	0.14705882352941177	Thyroid cancer
map00950	1	0	62	9	0.14516129032258066	Isoquinoline alkaloid biosynthesis
map00966	1	0	21	3	0.14285714285714285	Glucosinolate biosynthesis
map05142	1	0	85	12	0.1411764705882353	Chagas disease
map04917	1	0	57	8	0.14035087719298245	Prolactin signaling pathway
map00624	1	1	43	6	0.13953488372093023	Polycyclic aromatic hydrocarbon degradation
map05167	1	0	169	23	0.13609467455621302	Kaposi sarcoma-associated herpesvirus infection
map00523	1	1	59	8	0.13559322033898305	Polyketide sugar unit biosynthesis
map05206	1	1	245	33	0.1346938775510204	MicroRNAs in cancer
map04014	1	1	180	24	0.13333333333333333	Ras signaling pathway
map00510	1	1	45	6	0.13333333333333333	N-Glycan biosynthesis
map00603	1	0	15	2	0.13333333333333333	Glycosphingolipid biosynthesis - globo and isoglobo series
map00944	1	0	15	2	0.13333333333333333	Flavone and flavonol biosynthesis
map05219	1	0	38	5	0.13157894736842105	Bladder cancer
map04062	1	1	162	21	0.12962962962962962	Chemokine signaling pathway
map05168	1	1	148	19	0.12837837837837837	Herpes simplex virus 1 infection
map04664	1	0	47	6	0.1276595744680851	Fc epsilon RI signaling pathway
map04621	1	1	142	18	0.1267605633802817	NOD-like receptor signaling pathway
map04080	1	1	310	39	0.12580645161290321	Neuroactive ligand-receptor interaction
map04215	1	0	40	5	0.125	Apoptosis - multiple species
map00365	1	1	8	1	0.125	Furfural degradation
map04624	1	0	57	7	0.12280701754385964	Toll and Imd signaling pathway
map04625	1	0	82	10	0.12195121951219512	C-type lectin receptor signaling pathway
map05143	1	1	41	5	0.12195121951219512	African trypanosomiasis
map05150	1	1	74	9	0.12162162162162163	Staphylococcus aureus infection
map04380	1	1	99	12	0.12121212121212122	Osteoclast differentiation
map00997	1	1	33	4	0.12121212121212122	Biosynthesis of various secondary metabolites - part 3
map04620	1	0	76	9	0.11842105263157894	Toll-like receptor signaling pathway
map00906	1	1	52	6	0.11538461538461539	Carotenoid biosynthesis
map04064	1	0	97	11	0.1134020618556701	NF-kappa B signaling pathway
map04217	1	0	97	11	0.1134020618556701	Necroptosis
map05162	1	0	117	13	0.1111111111111111	Measles
map00525	1	1	27	3	0.1111111111111111	Acarbose and validamycin biosynthesis
map00590	1	0	45	5	0.1111111111111111	Arachidonic acid metabolism
map04725	1	0	90	10	0.1111111111111111	Cholinergic synapse
map04660	1	0	86	9	0.10465116279069768	T cell receptor signaling pathway
map04650	1	0	93	9	0.0967741935483871	Natural killer cell mediated cytotoxicity
map04622	1	1	53	5	0.09433962264150944	RIG-I-like receptor signaling pathway
map01051	1	1	32	3	0.09375	Biosynthesis of ansamycins
map04659	1	0	86	8	0.09302325581395349	Th17 cell differentiation
map04711	1	0	11	1	0.09090909090909091	Circadian rhythm - fly
map04514	1	1	101	9	0.0891089108910891	Cell adhesion molecules
map04640	1	0	80	7	0.0875	Hematopoietic cell lineage
map04668	1	0	92	8	0.08695652173913043	TNF signaling pathway
map00542	1	1	35	3	0.08571428571428572	O-Antigen repeat unit biosynthesis
map04940	1	0	25	2	0.08	Type I diabetes mellitus
map00513	1	0	52	4	0.07692307692307693	Various types of N-glycan biosynthesis
map00999	1	1	26	2	0.07692307692307693	Biosynthesis of various secondary metabolites - part 1
map04657	1	0	81	6	0.07407407407407407	IL-17 signaling pathway
map00941	1	1	27	2	0.07407407407407407	Flavonoid biosynthesis
map00998	1	1	55	4	0.07272727272727272	Biosynthesis of various secondary metabolites - part 2
map00901	1	1	30	2	0.06666666666666667	Indole alkaloid biosynthesis
map00514	1	1	31	2	0.06451612903225806	Other types of O-glycan biosynthesis
map00642	1	0	16	1	0.0625	Ethylbenzene degradation
map04658	1	0	67	4	0.05970149253731343	Th1 and Th2 cell differentiation
map00253	1	0	17	1	0.058823529411764705	Tetracycline biosynthesis
map00532	1	1	18	1	0.05555555555555555	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
