Sample	RawRead	CleanRead	MetagenomicRead	SubsamplePercent	AssemblySpeciesRichness	SpeciesRichness	Hill_0	Hill_1	Hill_2
PGcomcol4b_Bimp	54955553	45805759	4618023	0.4	71	76	76.0	12.408503191362556	6.998869593989175
PGcomcol4b_Bimp	54955553	45805759	4618023	0.5	77	83	83.0	11.984959890844042	6.488746828555766
PGcomcol4b_Bimp	54955553	45805759	4618023	0.6	81	85	85.0	12.280829182011399	6.96943382857695
PGcomcol4b_Bimp	54955553	45805759	4618023	0.7	84	88	88.0	12.531300094082724	7.028199544482547
PGcomcol4b_Bimp	54955553	45805759	4618023	0.8	81	84	84.0	12.316063949052582	6.970480429269926
PGcomcol4b_Bimp	54955553	45805759	4618023	0.9	80	84	84.0	12.363699410747419	6.996488325812652
PGcomcol4b_Bimp	54955553	45805759	4618023	1	83	87	87.0	12.438082443139429	6.993984599575335
PGnos_high_hv13-1	1104861	842095	665507	0.1	6	31	31.0	6.657714936378345	4.332349686273755
PGnos_high_hv13-1	1104861	842095	665507	0.2	8	31	31.0	6.476363584989686	4.210745711113556
PGnos_high_hv13-1	1104861	842095	665507	0.3	8	31	31.0	6.630157336316844	4.298861528520168
PGnos_high_hv13-1	1104861	842095	665507	0.4	9	33	33.0	6.646610913527116	4.29472976564956
PGnos_high_hv13-1	1104861	842095	665507	0.5	10	32	32.0	6.61004939620482	4.326396616328449
PGnos_high_hv13-1	1104861	842095	665507	0.6	11	34	34.0	6.678215888388135	4.315125930225283
PGnos_high_hv13-1	1104861	842095	665507	0.7	11	32	32.0	6.7048521988470915	4.340468663341755
PGnos_high_hv13-1	1104861	842095	665507	0.8	12	36	36.0	6.635793606667393	4.3250173627558395
PGnos_high_hv13-1	1104861	842095	665507	0.9	13	36	36.0	6.651201735055488	4.294696855190336
PGnos_high_hv13-1	1104861	842095	665507	1	17	39	39.0	6.678530915153263	4.338841703543896
PGnos_high_hv13-2	56836899	35282101	10413704	0.1	57	64	64.0	13.21991347001195	9.498014099796432
PGnos_high_hv13-2	56836899	35282101	10413704	0.2	79	79	79.0	15.782895828897725	10.958372439794958
PGnos_high_hv13-2	56836899	35282101	10413704	0.3	102	103	103.0	15.344849411314913	10.738135626573692
PGnos_high_hv13-2	56836899	35282101	10413704	0.4	104	104	104.0	15.88464075425961	10.97121151175735
PGnos_high_hv13-2	56836899	35282101	10413704	0.5	121	121	121.0	16.063026062482912	11.020443305923397
PGnos_high_hv13-2	56836899	35282101	10413704	0.6	123	123	123.0	16.08315914336082	11.019231235765805
PGnos_high_hv13-2	56836899	35282101	10413704	0.7	128	128	128.0	16.158688100655887	11.042541663927933
PGnos_high_hv13-2	56836899	35282101	10413704	0.8	149	149	149.0	16.100831398557567	11.017056433071746
PGnos_high_hv13-2	56836899	35282101	10413704	0.9	141	141	141.0	16.008402201621777	10.991075464996804
PGnos_high_hv13-2	56836899	35282101	10413704	1	144	144	144.0	16.1151379865315	11.017287287245086
PGnos_inter_hv15	63159968	45059211	38837759	0.1	34	45	45.0	11.13435617668663	8.214061248146315
PGnos_inter_hv15	63159968	45059211	38837759	0.2	56	64	64.0	11.377187903281609	8.35362548088748
PGnos_inter_hv15	63159968	45059211	38837759	0.3	60	68	68.0	11.530009690673872	8.241153014126484
PGnos_inter_hv15	63159968	45059211	38837759	0.4	71	80	80.0	11.506817530185923	7.912043342663291
PGnos_inter_hv15	63159968	45059211	38837759	0.5	81	89	89.0	11.833615123384082	7.941546777663446
PGnos_inter_hv15	63159968	45059211	38837759	0.6	81	90	90.0	11.380509478996094	7.566425422237325
PGnos_inter_hv15	63159968	45059211	38837759	0.7	77	84	84.0	11.561438520346622	7.867655548961345
PGnos_inter_hv15	63159968	45059211	38837759	0.8	71	79	79.0	11.986237556516835	7.932978489132892
PGnos_inter_hv15	63159968	45059211	38837759	0.9	80	88	88.0	12.032997001941151	7.884548075859109
PGnos_inter_hv15	63159968	45059211	38837759	1	87	97	97.0	11.653359403160959	7.484293264040113
PGpollen_fresh	58113227	44466776	17014144	0.1	78	80	80.0	14.125625966037099	9.76574748125159
PGpollen_fresh	58113227	44466776	17014144	0.2	120	121	121.0	14.344430119779853	9.818386970700146
PGpollen_fresh	58113227	44466776	17014144	0.3	146	146	146.0	14.438014198364156	9.838701487544515
PGpollen_fresh	58113227	44466776	17014144	0.4	157	157	157.0	14.57652625751071	9.858729474708923
PGpollen_fresh	58113227	44466776	17014144	0.5	153	153	153.0	14.520357865271631	9.851665444219776
PGpollen_fresh	58113227	44466776	17014144	0.6	171	171	171.0	14.565977930438164	9.862758494641652
PGpollen_fresh	58113227	44466776	17014144	0.7	173	173	173.0	14.751811203284275	9.890205833380001
PGpollen_fresh	58113227	44466776	17014144	0.8	181	181	181.0	14.64363592008822	9.864681458205402
PGpollen_fresh	58113227	44466776	17014144	0.9	173	173	173.0	14.68121526080298	9.881636961192514
PGpollen_fresh	58113227	44466776	17014144	1	179	179	179.0	14.687020387466303	9.877057346279313
