"Sample"	"q"	"Group"	"EndDepth"	"EndSlope"	"EndDiversity"	"OptDepth"	"OptSlope"	"OptDiversity"	"OptDiversity/EndDiversity"	"Note"
"PGcomcol3_Bimp"	"1.0"	"All"	"63.97"	"0.00880809222476096"	"12.9638118213646"	"56.91"	"0.00999864648113391"	"12.8976059908472"	"0.994893027496103"	"Sufficient"
"PGcomcol3_Bimp"	"1.0"	"Bacteria"	"63.97"	"0.0354886050611524"	"11.1835949848748"	"63.97"	"0.0354886050611524"	"11.1835949848748"	"1"	"Insufficient"
"PGcomcol3_Bimp"	"1.0"	"Viruses"	"63.97"	"0"	"0"	"0.01"	"0"	"0"	"NaN"	"Sufficient"
"PGcomcol3_Bimp"	"1.0"	"Arthropods"	"63.97"	"8.05967715553158e-05"	"3.70818946130239"	"4.84"	"0.0099754854404731"	"3.6551710870994"	"0.985702355622259"	"Sufficient"
"PGcomcol3_Bimp"	"1.0"	"Others"	"63.97"	"0.000612688219478117"	"1.18749539029584"	"19.54"	"0.0099915258639788"	"1.06526412196985"	"0.897068006053021"	"Sufficient"
"PGcomcol3_Bimp"	"1.0"	"Fungi"	"63.97"	"0.00896049345062189"	"2.66939332612323"	"55.59"	"0.00999914924875311"	"2.59014341349028"	"0.970311639031463"	"Sufficient"
"PGcomcol3_Bimp"	"2.0"	"All"	"63.97"	"0.00193779181498612"	"7.7355214477457"	"24.45"	"0.00999754727734166"	"7.56661923688903"	"0.97816537488809"	"Sufficient"
"PGcomcol3_Bimp"	"2.0"	"Bacteria"	"63.97"	"0.0215387325896324"	"7.75141090113695"	"63.97"	"0.0215387325896324"	"7.75141090113695"	"1"	"Insufficient"
"PGcomcol3_Bimp"	"2.0"	"Viruses"	"63.97"	"0"	"0"	"0.01"	"0"	"0"	"NaN"	"Sufficient"
"PGcomcol3_Bimp"	"2.0"	"Arthropods"	"63.97"	"8.60674349329313e-05"	"2.56301853242952"	"5.03"	"0.00999198205116606"	"2.50836153693278"	"0.978674756032712"	"Sufficient"
"PGcomcol3_Bimp"	"2.0"	"Others"	"63.97"	"0.000336873177314252"	"1.04562649872984"	"8.05"	"0.00998120174611323"	"0.968889474910075"	"0.926611439253901"	"Sufficient"
"PGcomcol3_Bimp"	"2.0"	"Fungi"	"63.97"	"0.00650287181205989"	"2.34427469926559"	"37.85"	"0.00999995459732657"	"2.13623329001064"	"0.911255532758115"	"Sufficient"
"PGcomcol4a_Bimp"	"0.0"	"All"	"58.98"	"0.0514588201296779"	"62.0632656621373"	"58.98"	"0.0514588201296779"	"62.0632656621373"	"1"	"Insufficient"
"PGcomcol4a_Bimp"	"0.0"	"Bacteria"	"58.98"	"0.0620346621752148"	"36.1713933167556"	"58.98"	"0.0620346621752148"	"36.1713933167556"	"1"	"Insufficient"
"PGcomcol4a_Bimp"	"0.0"	"Viruses"	"58.98"	"7.99393664899783e-34"	"6.49009838926684e-12"	"0.01"	"4.51335509258969e-16"	"6.48944724976427e-12"	"0.999899671859576"	"Sufficient"
"PGcomcol4a_Bimp"	"0.0"	"Arthropods"	"58.98"	"0.00514920341648056"	"22.87177160203"	"52.04"	"0.00999599150556533"	"22.8211528925828"	"0.997786847895825"	"Sufficient"
"PGcomcol4a_Bimp"	"0.0"	"Others"	"58.98"	"0.00293597620984512"	"1.19597031240112"	"35.13"	"0.0099976448826488"	"1.05854407771127"	"0.885092269210305"	"Sufficient"
"PGcomcol4a_Bimp"	"0.0"	"Fungi"	"58.98"	"0.000110905638821213"	"1.1129594940381"	"8.01"	"0.00995996877196383"	"1.0667215593233"	"0.958454970767149"	"Sufficient"
"PGcomcol4a_Bimp"	"1.0"	"All"	"58.98"	"0.00214023092885261"	"11.6309699189936"	"32.39"	"0.00999839500441724"	"11.505086558308"	"0.989176881931403"	"Sufficient"
"PGcomcol4a_Bimp"	"1.0"	"Bacteria"	"58.98"	"0.00169785251261944"	"5.92083677204023"	"23.6"	"0.00999441118919695"	"5.77512497956659"	"0.975390000082129"	"Sufficient"
"PGcomcol4a_Bimp"	"1.0"	"Viruses"	"58.98"	"7.99393664899783e-34"	"6.49009838926684e-12"	"0.01"	"4.51335509258969e-16"	"6.48944724976427e-12"	"0.999899671859576"	"Sufficient"
"PGcomcol4a_Bimp"	"1.0"	"Arthropods"	"58.98"	"0.000255864825359036"	"5.60427839831844"	"22.83"	"0.00999285574874246"	"5.52689068222648"	"0.986191314814915"	"Sufficient"
"PGcomcol4a_Bimp"	"1.0"	"Others"	"58.98"	"0.00311151387218688"	"1.1536046436676"	"35.62"	"0.00999897075289965"	"1.01578925990718"	"0.880534995661706"	"Sufficient"
"PGcomcol4a_Bimp"	"1.0"	"Fungi"	"58.98"	"1.91018964130962e-12"	"1.00238241281144"	"4.44"	"0.00994268968618049"	"0.992543415614425"	"0.990184387643617"	"Sufficient"
"PGcomcol4a_Bimp"	"2.0"	"All"	"58.98"	"0.0013533693681237"	"8.17450729527104"	"27.87"	"0.00999968378091656"	"8.05332059714409"	"0.985175045571608"	"Sufficient"
"PGcomcol4a_Bimp"	"2.0"	"Bacteria"	"58.98"	"5.60463903762118e-06"	"3.57207002206313"	"11.53"	"0.00997342603879468"	"3.5483664233369"	"0.993364184190168"	"Sufficient"
"PGcomcol4a_Bimp"	"2.0"	"Viruses"	"58.98"	"7.99393664899783e-34"	"6.49009838926684e-12"	"0.01"	"4.51335509258969e-16"	"6.48944724976427e-12"	"0.999899671859576"	"Sufficient"
"PGcomcol4a_Bimp"	"2.0"	"Arthropods"	"58.98"	"0.00033534563797587"	"4.60769671815828"	"23.08"	"0.00999234044824826"	"4.51869285309587"	"0.980683653784838"	"Sufficient"
"PGcomcol4a_Bimp"	"2.0"	"Others"	"58.98"	"0.00317505108815203"	"1.13364310588131"	"35.7"	"0.00999809834935482"	"0.995172827651406"	"0.877853728822128"	"Sufficient"
"PGcomcol4a_Bimp"	"2.0"	"Fungi"	"58.98"	"1.41116578062963e-17"	"1.00070153103694"	"3.84"	"0.00989894049107922"	"0.992559631937245"	"0.991863808691033"	"Sufficient"
"PGcomcol4b_Bimp"	"0.0"	"All"	"54.95"	"0.0121676195952235"	"85.5922090306935"	"54.95"	"0.0121676195952235"	"85.5922090306935"	"1"	"Insufficient"
"PGcomcol4b_Bimp"	"0.0"	"Bacteria"	"54.95"	"0.00161676039235482"	"47.9089053921769"	"42.85"	"0.00999874904672336"	"47.8532942006248"	"0.998839230596132"	"Sufficient"
"PGcomcol4b_Bimp"	"0.0"	"Viruses"	"54.95"	"0.000335240037243998"	"1.0306795706049"	"9.25"	"0.00998868531292045"	"0.947052226231271"	"0.91886193657205"	"Sufficient"
"PGcomcol4b_Bimp"	"0.0"	"Arthropods"	"54.95"	"0.00292291496533002"	"22.3274438666023"	"45.08"	"0.00999184713853113"	"22.2706982260582"	"0.997458480205653"	"Sufficient"
"PGcomcol4b_Bimp"	"0.0"	"Others"	"54.95"	"0.00278071042461594"	"1.97006021179915"	"32.63"	"0.00999603254361247"	"1.84844102098576"	"0.938266256998142"	"Sufficient"
"PGcomcol4b_Bimp"	"0.0"	"Fungi"	"54.95"	"0.176550935147668"	"9.72422443165877"	"54.95"	"0.176550935147668"	"9.72422443165877"	"1"	"Insufficient"
"PGcomcol4b_Bimp"	"1.0"	"All"	"54.95"	"0.00255811093794796"	"12.398135465013"	"31.35"	"0.00999273284387701"	"12.2782241957081"	"0.990328282051502"	"Sufficient"
"PGcomcol4b_Bimp"	"1.0"	"Bacteria"	"54.95"	"0.00123629265765951"	"6.61110814450996"	"23.31"	"0.00999406415867397"	"6.49834249861284"	"0.982943003890994"	"Sufficient"
"PGcomcol4b_Bimp"	"1.0"	"Viruses"	"54.95"	"0.000335240037243998"	"1.0306795706049"	"9.25"	"0.00998868531292045"	"0.947052226231271"	"0.91886193657205"	"Sufficient"
"PGcomcol4b_Bimp"	"1.0"	"Arthropods"	"54.95"	"0.00190523273469054"	"5.2060467607918"	"23.95"	"0.00999811421158468"	"5.06623545497745"	"0.973144439103524"	"Sufficient"
"PGcomcol4b_Bimp"	"1.0"	"Others"	"54.95"	"0.00378063230773367"	"1.709155828737"	"33.99"	"0.00999620630319885"	"1.57808670085531"	"0.923313529592822"	"Sufficient"
"PGcomcol4b_Bimp"	"1.0"	"Fungi"	"54.95"	"0.000501145060498853"	"1.7373304921132"	"4.43"	"0.00997304373058125"	"1.65300499544272"	"0.951462604810492"	"Sufficient"
"PGcomcol4b_Bimp"	"2.0"	"All"	"54.95"	"0.00201710271839623"	"6.98422971851956"	"24.2"	"0.00999845854698404"	"6.84626808195262"	"0.980246692602175"	"Sufficient"
"PGcomcol4b_Bimp"	"2.0"	"Bacteria"	"54.95"	"0.000298221761611298"	"3.6996909003689"	"12.14"	"0.00999686042333365"	"3.62940695267636"	"0.981002751422954"	"Sufficient"
"PGcomcol4b_Bimp"	"2.0"	"Viruses"	"54.95"	"0.000335240037243998"	"1.0306795706049"	"9.25"	"0.00998868531292045"	"0.947052226231271"	"0.91886193657205"	"Sufficient"
"PGcomcol4b_Bimp"	"2.0"	"Arthropods"	"54.95"	"0.00113632327258527"	"4.47421478458819"	"21.26"	"0.00999601231382296"	"4.35498063529459"	"0.973350821309628"	"Sufficient"
"PGcomcol4b_Bimp"	"2.0"	"Others"	"54.95"	"0.00434717799731747"	"1.62952177004697"	"35.12"	"0.00999871201646146"	"1.49690802411669"	"0.91861799678414"	"Sufficient"
"PGcomcol4b_Bimp"	"2.0"	"Fungi"	"54.95"	"0.000507798027607613"	"1.5612009154733"	"11.61"	"0.00999680033857764"	"1.46355256284848"	"0.937453051905741"	"Sufficient"
"PGnos_high_hv13-1"	"0.0"	"All"	"1.1"	"6.8863712199614"	"36.940160933637"	"1.1"	"6.8863712199614"	"36.940160933637"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"0.0"	"Bacteria"	"1.1"	"1.07096797845593"	"16.8295301068491"	"1.1"	"1.07096797845593"	"16.8295301068491"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"0.0"	"Viruses"	"1.1"	"0.00959211541639811"	"5.11459285057837"	"1.06"	"0.00993369234432516"	"5.11420241224683"	"0.999923661893929"	"Sufficient"
"PGnos_high_hv13-1"	"0.0"	"Arthropods"	"1.1"	"4.37261932106315"	"11.6992880054425"	"1.1"	"4.37261932106315"	"11.6992880054425"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"0.0"	"Others"	"1.1"	"0.0363306468123872"	"0.139015776238188"	"1.1"	"0.0363306468123872"	"0.139015776238188"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"0.0"	"Fungi"	"1.1"	"0.00384062204731329"	"1.21177670025647"	"0.43"	"0.00987819705842975"	"1.20789431990211"	"0.996796125595143"	"Sufficient"
"PGnos_high_hv13-1"	"1.0"	"All"	"1.1"	"0.0588514437181306"	"6.67928180056819"	"1.1"	"0.0588514437181306"	"6.67928180056819"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"1.0"	"Bacteria"	"1.1"	"0.0666263944455864"	"9.43854658931064"	"1.1"	"0.0666263944455864"	"9.43854658931064"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"1.0"	"Viruses"	"1.1"	"0.00570191816882153"	"3.87866695839343"	"0.62"	"0.009967634602446"	"3.8750972182592"	"0.999079647679855"	"Sufficient"
"PGnos_high_hv13-1"	"1.0"	"Arthropods"	"1.1"	"0.0155870009559938"	"3.98666876390869"	"1.1"	"0.0155870009559938"	"3.98666876390869"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"1.0"	"Others"	"1.1"	"0.0363306468123872"	"0.139015776238188"	"1.1"	"0.0363306468123872"	"0.139015776238188"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"1.0"	"Fungi"	"1.1"	"0.000277414080409206"	"1.0600690375319"	"0.28"	"0.00932621066099675"	"1.05936870137793"	"0.999339348543185"	"Sufficient"
"PGnos_high_hv13-1"	"2.0"	"All"	"1.1"	"0.0356680177792439"	"4.33072195287387"	"1.1"	"0.0356680177792439"	"4.33072195287387"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"2.0"	"Bacteria"	"1.1"	"0.0114337602360559"	"6.81533837993215"	"1.1"	"0.0114337602360559"	"6.81533837993215"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"2.0"	"Viruses"	"1.1"	"0.00373607383959816"	"3.28074531066482"	"0.41"	"0.00980734668151464"	"3.27673319804278"	"0.998777072816658"	"Sufficient"
"PGnos_high_hv13-1"	"2.0"	"Arthropods"	"1.1"	"0.0126986370441805"	"3.35602621189292"	"1.1"	"0.0126986370441805"	"3.35602621189292"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"2.0"	"Others"	"1.1"	"0.0363306468123872"	"0.139015776238188"	"1.1"	"0.0363306468123872"	"0.139015776238188"	"1"	"Insufficient"
"PGnos_high_hv13-1"	"2.0"	"Fungi"	"1.1"	"0.000435085172302155"	"1.03140839731329"	"0.25"	"0.00944000891099301"	"1.03047682624484"	"0.999096797087478"	"Sufficient"
"PGnos_high_hv13-2"	"0.0"	"All"	"56.83"	"0.680290724795687"	"146.682882511973"	"56.83"	"0.680290724795687"	"146.682882511973"	"1"	"Insufficient"
"PGnos_high_hv13-2"	"0.0"	"Bacteria"	"56.83"	"0.390321418523292"	"84.3557778842156"	"56.83"	"0.390321418523292"	"84.3557778842156"	"1"	"Insufficient"
"PGnos_high_hv13-2"	"0.0"	"Viruses"	"56.83"	"5.74365747402532e-92"	"5.00000000009735"	"1.93"	"0.00991709169816309"	"4.99747912147188"	"0.999495824274915"	"Sufficient"
"PGnos_high_hv13-2"	"0.0"	"Arthropods"	"56.83"	"0.0892586919615431"	"29.9976588693399"	"56.83"	"0.0892586919615431"	"29.9976588693399"	"1"	"Insufficient"
"PGnos_high_hv13-2"	"0.0"	"Others"	"56.83"	"0.000356435397227629"	"2.89716337664044"	"25.34"	"0.00998824956030677"	"2.8161637730711"	"0.972041754972318"	"Sufficient"
"PGnos_high_hv13-2"	"0.0"	"Fungi"	"56.83"	"0.00580389739410738"	"4.08482453558087"	"44.59"	"0.0099983946955134"	"3.9915992168467"	"0.977177644248333"	"Sufficient"
"PGnos_high_hv13-2"	"1.0"	"All"	"56.83"	"4.36465014224026e-05"	"16.0077651805994"	"19.95"	"0.00998741208178348"	"15.9719471626278"	"0.997762459808256"	"Sufficient"
"PGnos_high_hv13-2"	"1.0"	"Bacteria"	"56.83"	"0.000192941467836945"	"12.2982112617494"	"19.17"	"0.00999937981590037"	"12.250147838499"	"0.996091836265667"	"Sufficient"
"PGnos_high_hv13-2"	"1.0"	"Viruses"	"56.83"	"0.00120775475957228"	"3.96926053370887"	"19.1"	"0.0099975371685229"	"3.83815449436763"	"0.966969656381125"	"Sufficient"
"PGnos_high_hv13-2"	"1.0"	"Arthropods"	"56.83"	"2.96761772885988e-06"	"5.85690963308667"	"15.86"	"0.00998463169733524"	"5.81107308372362"	"0.992173936045708"	"Sufficient"
"PGnos_high_hv13-2"	"1.0"	"Others"	"56.83"	"9.54565088142422e-05"	"1.42991351216557"	"15.97"	"0.00998954468783185"	"1.37011647728782"	"0.958181362460735"	"Sufficient"
"PGnos_high_hv13-2"	"1.0"	"Fungi"	"56.83"	"0.000317910142975092"	"1.04480497698362"	"9.32"	"0.00998277710691846"	"0.960167460808474"	"0.918992043453411"	"Sufficient"
"PGnos_high_hv13-2"	"2.0"	"All"	"56.83"	"1.66016721049503e-06"	"10.9928731146785"	"16.16"	"0.00998087356568133"	"10.9647427162327"	"0.99744103309914"	"Sufficient"
"PGnos_high_hv13-2"	"2.0"	"Bacteria"	"56.83"	"5.50687950228729e-06"	"9.48933845119331"	"16.01"	"0.00997908185078243"	"9.46073621674509"	"0.996985855800662"	"Sufficient"
"PGnos_high_hv13-2"	"2.0"	"Viruses"	"56.83"	"0.000972635229920654"	"3.19654516053088"	"17.04"	"0.0099950118727206"	"3.07248264169331"	"0.961188560584276"	"Sufficient"
"PGnos_high_hv13-2"	"2.0"	"Arthropods"	"56.83"	"1.69538020304275e-06"	"4.70079831092413"	"14.81"	"0.00997115674873805"	"4.66158518457937"	"0.99165819851202"	"Sufficient"
"PGnos_high_hv13-2"	"2.0"	"Others"	"56.83"	"0.000161214598110155"	"1.20710748763945"	"11.2"	"0.00999226327471093"	"1.14824957577799"	"0.951240537844265"	"Sufficient"
"PGnos_high_hv13-2"	"2.0"	"Fungi"	"56.83"	"0.000314647602202418"	"1.03408270557384"	"9.26"	"0.00999622653512766"	"0.949717492158795"	"0.9184154101405"	"Sufficient"
"PGnos_inter_hv15"	"0.0"	"All"	"63.15"	"0.0245939496558299"	"88.5349280197892"	"63.15"	"0.0245939496558299"	"88.5349280197892"	"1"	"Insufficient"
"PGnos_inter_hv15"	"0.0"	"Bacteria"	"63.15"	"0.026919673969334"	"45.3967514434718"	"63.15"	"0.026919673969334"	"45.3967514434718"	"1"	"Insufficient"
"PGnos_inter_hv15"	"0.0"	"Viruses"	"63.15"	"0.00162227964215934"	"5.03646462312294"	"20.99"	"0.0099931939925808"	"4.87411331603343"	"0.9677648272671"	"Sufficient"
"PGnos_inter_hv15"	"0.0"	"Arthropods"	"63.15"	"0.00259354291639283"	"30.1266999450531"	"51.25"	"0.00999154025743291"	"30.0614592395001"	"0.997834455626672"	"Sufficient"
"PGnos_inter_hv15"	"0.0"	"Others"	"63.15"	"0.00236858182722253"	"4.30695163050568"	"23.71"	"0.00999258177036326"	"4.14009148604215"	"0.961257947899466"	"Sufficient"
"PGnos_inter_hv15"	"0.0"	"Fungi"	"63.15"	"0.043421703071228"	"2.74726373739028"	"63.15"	"0.043421703071228"	"2.74726373739028"	"1"	"Insufficient"
"PGnos_inter_hv15"	"1.0"	"All"	"63.15"	"0.00265722486906094"	"11.7760364192528"	"22"	"0.0099966222325384"	"11.5618274622656"	"0.981809757599166"	"Sufficient"
"PGnos_inter_hv15"	"1.0"	"Bacteria"	"63.15"	"0.000234118413242495"	"2.9502983676499"	"23.52"	"0.00999262401793112"	"2.8641594233843"	"0.970803310875227"	"Sufficient"
"PGnos_inter_hv15"	"1.0"	"Viruses"	"63.15"	"0.00133554165716447"	"3.21676572552875"	"16.11"	"0.00999847554568126"	"3.059628444529"	"0.951150536157271"	"Sufficient"
"PGnos_inter_hv15"	"1.0"	"Arthropods"	"63.15"	"0.00139041678392866"	"5.63267919691185"	"22.93"	"0.00999201151289547"	"5.48276559809729"	"0.973385028052591"	"Sufficient"
"PGnos_inter_hv15"	"1.0"	"Others"	"63.15"	"0.00099422195925514"	"1.36803964262014"	"19.34"	"0.00999911197911958"	"1.24164736595351"	"0.907610662199406"	"Sufficient"
"PGnos_inter_hv15"	"1.0"	"Fungi"	"63.15"	"0.00327713936393213"	"1.10246825896998"	"37.41"	"0.00999751523451735"	"0.947380212545367"	"0.859326520139901"	"Sufficient"
"PGnos_inter_hv15"	"2.0"	"All"	"63.15"	"0.00201143990134066"	"8.14848886972386"	"27.78"	"0.00999352730207843"	"7.98990902364105"	"0.980538741769406"	"Sufficient"
"PGnos_inter_hv15"	"2.0"	"Bacteria"	"63.15"	"4.94186870905943e-07"	"1.80262744606894"	"16.86"	"0.00999978320904023"	"1.75640540331364"	"0.97435851603386"	"Sufficient"
"PGnos_inter_hv15"	"2.0"	"Viruses"	"63.15"	"0.000351178364163977"	"2.74681525466298"	"8.42"	"0.00999714139940053"	"2.6558035319398"	"0.966866456501334"	"Sufficient"
"PGnos_inter_hv15"	"2.0"	"Arthropods"	"63.15"	"0.0011471457795077"	"4.6471707208547"	"20.73"	"0.00999752457652395"	"4.50351391356225"	"0.969087254176445"	"Sufficient"
"PGnos_inter_hv15"	"2.0"	"Others"	"63.15"	"0.000708360861437204"	"1.22845762877441"	"13.44"	"0.00999279209999301"	"1.1273516171471"	"0.917696785579672"	"Sufficient"
"PGnos_inter_hv15"	"2.0"	"Fungi"	"63.15"	"0.00313114714676816"	"1.09303123201831"	"36.85"	"0.00999695697378907"	"0.937487711002647"	"0.857695263905267"	"Sufficient"
"PGpollen_fresh"	"0.0"	"All"	"58.11"	"0.0757966568556664"	"175.891717493596"	"58.11"	"0.0757966568556664"	"175.891717493596"	"1"	"Insufficient"
"PGpollen_fresh"	"0.0"	"Bacteria"	"58.11"	"0.0469150571822707"	"134.894270457371"	"58.11"	"0.0469150571822707"	"134.894270457371"	"1"	"Insufficient"
"PGpollen_fresh"	"0.0"	"Viruses"	"58.11"	"0.000898901873593175"	"3.08762195526166"	"16.73"	"0.00999117884711657"	"2.96361244405037"	"0.959836562568822"	"Sufficient"
"PGpollen_fresh"	"0.0"	"Arthropods"	"58.11"	"0.0217594787278407"	"22.8819314389776"	"58.11"	"0.0217594787278407"	"22.8819314389776"	"1"	"Insufficient"
"PGpollen_fresh"	"0.0"	"Others"	"58.11"	"0.00498092846966813"	"3.24662765643866"	"47.33"	"0.00999443553123305"	"3.1690230079058"	"0.976096843634361"	"Sufficient"
"PGpollen_fresh"	"0.0"	"Fungi"	"58.11"	"0.0190886459155439"	"4.60150271572383"	"58.11"	"0.0190886459155439"	"4.60150271572383"	"1"	"Insufficient"
"PGpollen_fresh"	"1.0"	"All"	"58.11"	"0.00215784090003519"	"14.6983410138322"	"23.86"	"0.0099994630732704"	"14.5330864603049"	"0.988756924786834"	"Sufficient"
"PGpollen_fresh"	"1.0"	"Bacteria"	"58.11"	"0.00240435525891236"	"12.5492751558694"	"13.78"	"0.00999984906712443"	"12.3496007167521"	"0.984088767148927"	"Sufficient"
"PGpollen_fresh"	"1.0"	"Viruses"	"58.11"	"1.96664769157669e-19"	"2.6131331290777"	"5.61"	"0.00994838921655748"	"2.6040781790302"	"0.996534830182686"	"Sufficient"
"PGpollen_fresh"	"1.0"	"Arthropods"	"58.11"	"0.000187236929425156"	"6.12321143101925"	"27.92"	"0.00998656253812144"	"6.05276132167762"	"0.988494581620236"	"Sufficient"
"PGpollen_fresh"	"1.0"	"Others"	"58.11"	"0.000140222441219566"	"1.28821211619949"	"14.61"	"0.0099993743868188"	"1.22295905978713"	"0.949346031145187"	"Sufficient"
"PGpollen_fresh"	"1.0"	"Fungi"	"58.11"	"1.82594857936878e-11"	"1.02083558448796"	"6.33"	"0.00997352164672676"	"1.00621897056187"	"0.985681715892166"	"Sufficient"
"PGpollen_fresh"	"2.0"	"All"	"58.11"	"0.00021012558549444"	"9.87863528609841"	"7.32"	"0.00998465602942521"	"9.78410609236643"	"0.990430946077642"	"Sufficient"
"PGpollen_fresh"	"2.0"	"Bacteria"	"58.11"	"0.000435619483331135"	"9.09016733867413"	"3.37"	"0.00999876070468269"	"9.01563870537885"	"0.991801181373394"	"Sufficient"
"PGpollen_fresh"	"2.0"	"Viruses"	"58.11"	"9.98439923270489e-16"	"2.32496674771313"	"6.08"	"0.00993991985548077"	"2.31294015552324"	"0.994827198194679"	"Sufficient"
"PGpollen_fresh"	"2.0"	"Arthropods"	"58.11"	"6.72954911551443e-05"	"4.87724796893918"	"23.76"	"0.00998972398690755"	"4.81238740541026"	"0.986701401293929"	"Sufficient"
"PGpollen_fresh"	"2.0"	"Others"	"58.11"	"0.000179776784014356"	"1.13807177151091"	"10.31"	"0.00999839882546092"	"1.07492699913621"	"0.944516001577943"	"Sufficient"
"PGpollen_fresh"	"2.0"	"Fungi"	"58.11"	"1.52567271987952e-15"	"1.00603926021334"	"5.04"	"0.009919302596596"	"0.994399761459986"	"0.988430373233264"	"Sufficient"
