PathwayID	Description	Bee_Amellifera_hv13_2	Bee_Amellifera_hv15_1	Bee_Amellifera_wild_1	Bee_Bimpatiens_hv3_1	Bee_Bimpatiens_hv4_1	Bee_Bimpatiens_hv4_2	Flower_eDNA
map00230	Purine metabolism	0.732394366197183	0.643192488262911	0.605633802816901	0.610328638497653	0.497652582159624	0.586854460093897	0.431924882629108
map00240	Pyrimidine metabolism	0.794117647058823	0.735294117647059	0.715686274509804	0.735294117647059	0.617647058823529	0.715686274509804	0.57843137254902
map00250	Alanine, aspartate and glutamate metabolism	0.814285714285714	0.8	0.771428571428571	0.8	0.685714285714286	0.728571428571429	0.528571428571429
map00253	Tetracycline biosynthesis	0	0	0	0.0588235294117647	0	0	0
map00254	Aflatoxin biosynthesis	0	0.2	0	0	0	0.15	0
map00260	Glycine, serine and threonine metabolism	0.808080808080808	0.737373737373737	0.676767676767677	0.606060606060606	0.585858585858586	0.636363636363636	0.494949494949495
map00261	Monobactam biosynthesis	0.464285714285714	0.357142857142857	0.5	0	0.428571428571429	0.428571428571429	0.392857142857143
map00270	Cysteine and methionine metabolism	0.675213675213675	0.598290598290598	0.598290598290598	0.606837606837607	0.547008547008547	0.632478632478632	0.393162393162393
map00280	Valine, leucine and isoleucine degradation	0.671428571428571	0.757142857142857	0.571428571428571	0.471428571428571	0.442857142857143	0.528571428571429	0.314285714285714
map00281	Geraniol degradation	0.625	0.6875	0.5	0	0.375	0	0.25
map00290	Valine, leucine and isoleucine biosynthesis	0.894736842105263	0.684210526315789	0.842105263157895	0.842105263157895	0.789473684210526	0.789473684210526	0.684210526315789
map00300	Lysine biosynthesis	0.574468085106383	0.617021276595745	0.595744680851064	0.659574468085106	0.574468085106383	0.659574468085106	0.446808510638298
map00310	Lysine degradation	0.561797752808989	0.651685393258427	0.404494382022472	0.438202247191011	0.314606741573034	0.404494382022472	0.224719101123595
map00311	Penicillin and cephalosporin biosynthesis	0.1875	0.3125	0.25	0	0.25	0.1875	0
map00330	Arginine and proline metabolism	0.625	0.598214285714286	0.526785714285714	0.491071428571429	0.464285714285714	0.526785714285714	0.303571428571429
map00331	Clavulanic acid biosynthesis	0	0	0.2	0	0	0	0
map00332	Carbapenem biosynthesis	0	0.157894736842105	0.157894736842105	0	0	0	0
map00333	Prodigiosin biosynthesis	0.2	0.2	0.35	0	0	0	0
map00340	Histidine metabolism	0.617021276595745	0.638297872340426	0.617021276595745	0.574468085106383	0.48936170212766	0.595744680851064	0.446808510638298
map00350	Tyrosine metabolism	0.555555555555556	0.54320987654321	0.45679012345679	0.45679012345679	0.37037037037037	0.493827160493827	0.246913580246914
map00360	Phenylalanine metabolism	0.584415584415584	0.532467532467532	0.480519480519481	0.38961038961039	0.363636363636364	0.480519480519481	0.246753246753247
map00361	Chlorocyclohexane and chlorobenzene degradation	0.292682926829268	0.24390243902439	0.195121951219512	0	0.0975609756097561	0.195121951219512	0.0487804878048781
map00362	Benzoate degradation	0.5	0.415094339622642	0.330188679245283	0.273584905660377	0.169811320754717	0.30188679245283	0.160377358490566
map00363	Bisphenol degradation	1	0.5	0	0	0	0	0.5
map00364	Fluorobenzoate degradation	0	0	0	0.166666666666667	0	0	0
map00365	Furfural degradation	0.25	0.125	0.125	0.25	0	0.25	0.125
map00380	Tryptophan metabolism	0.4625	0.5	0.3875	0.3625	0.25	0.425	0.2
map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0.605633802816901	0.605633802816901	0.619718309859155	0.661971830985915	0.605633802816901	0.661971830985915	0.47887323943662
map00402	Benzoxazinoid biosynthesis	0.125	0.125	0	0.125	0	0.125	0
map00404	Staurosporine biosynthesis	0.075	0.1	0.05	0.075	0.025	0.025	0
map00405	Phenazine biosynthesis	0.375	0	0.3125	0	0	0.1875	0
map00410	beta-Alanine metabolism	0.636363636363636	0.681818181818182	0.545454545454545	0.613636363636364	0	0.636363636363636	0
map00430	Taurine and hypotaurine metabolism	0.666666666666667	0.5	0.666666666666667	0.625	0.541666666666667	0.5	0
map00440	Phosphonate and phosphinate metabolism	0.232558139534884	0.255813953488372	0.255813953488372	0.27906976744186	0.209302325581395	0.372093023255814	0.0697674418604651
map00450	Selenocompound metabolism	0.757575757575758	0.696969696969697	0.666666666666667	0.696969696969697	0.545454545454545	0.636363636363636	0.484848484848485
map00460	Cyanoamino acid metabolism	0.472222222222222	0	0.361111111111111	0	0	0.416666666666667	0
map00471	D-Glutamine and D-glutamate metabolism	0.6	0.6	0.5	0.6	0.5	0.6	0.4
map00472	D-Arginine and D-ornithine metabolism	0	0.666666666666667	0	0	0	0	0
map00473	D-Alanine metabolism	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667
map00480	Glutathione metabolism	0.535714285714286	0.571428571428571	0.535714285714286	0.535714285714286	0.464285714285714	0.553571428571429	0.321428571428571
map00500	Starch and sucrose metabolism	0.771428571428571	0.742857142857143	0.628571428571429	0.647619047619048	0.59047619047619	0.676190476190476	0.495238095238095
map00510	N-Glycan biosynthesis	0.466666666666667	0.466666666666667	0.133333333333333	0.422222222222222	0.244444444444444	0.577777777777778	0.0222222222222222
map00511	Other glycan degradation	0.727272727272727	0.727272727272727	0.590909090909091	0.454545454545455	0.454545454545455	0.590909090909091	0.545454545454545
map00512	Mucin type O-glycan biosynthesis	0.272727272727273	0.363636363636364	0	0	0	0	0
map00513	Various types of N-glycan biosynthesis	0.423076923076923	0.365384615384615	0	0.384615384615385	0.269230769230769	0.480769230769231	0
map00514	Other types of O-glycan biosynthesis	0.451612903225806	0.354838709677419	0.0645161290322581	0.0645161290322581	0.0967741935483871	0.193548387096774	0.0645161290322581
map00515	Mannose type O-glycan biosynthesis	0.476190476190476	0.523809523809524	0	0	0	0.0952380952380952	0
map00520	Amino sugar and nucleotide sugar metabolism	0.727891156462585	0.63265306122449	0.646258503401361	0.585034013605442	0.54421768707483	0.537414965986395	0.414965986394558
map00521	Streptomycin biosynthesis	0.6	0.65	0.6	0.6	0.5	0.55	0.5
map00523	Polyketide sugar unit biosynthesis	0.169491525423729	0.101694915254237	0.135593220338983	0.0847457627118644	0	0	0.101694915254237
map00525	Acarbose and validamycin biosynthesis	0	0	0.111111111111111	0	0	0.148148148148148	0
map00531	Glycosaminoglycan degradation	0.8	0.6	0.533333333333333	0	0	0	0.333333333333333
map00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0.111111111111111	0.333333333333333	0.0555555555555556	0.166666666666667	0	0	0
map00533	Glycosaminoglycan biosynthesis - keratan sulfate	0.357142857142857	0	0	0	0	0	0
map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0.5	0.636363636363636	0.227272727272727	0	0	0	0
map00540	Lipopolysaccharide biosynthesis	0.774193548387097	0.532258064516129	0.693548387096774	0.67741935483871	0.645161290322581	0.629032258064516	0.483870967741935
map00541	O-Antigen nucleotide sugar biosynthesis	0.40625	0.364583333333333	0.385416666666667	0.302083333333333	0.302083333333333	0.239583333333333	0.229166666666667
map00542	O-Antigen repeat unit biosynthesis	0.0857142857142857	0	0.0857142857142857	0	0	0	0
map00550	Peptidoglycan biosynthesis	0.784313725490196	0.823529411764706	0.784313725490196	0.784313725490196	0.745098039215686	0.745098039215686	0.764705882352941
map00561	Glycerolipid metabolism	0.577777777777778	0.5	0.455555555555556	0.455555555555556	0.344444444444444	0.511111111111111	0.266666666666667
map00562	Inositol phosphate metabolism	0.578947368421053	0.486842105263158	0.486842105263158	0.368421052631579	0.328947368421053	0.460526315789474	0.197368421052632
map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.481481481481481	0.259259259259259	0.296296296296296	0.518518518518518	0.37037037037037	0.814814814814815	0.0740740740740741
map00564	Glycerophospholipid metabolism	0.575221238938053	0.513274336283186	0.513274336283186	0.513274336283186	0.407079646017699	0.566371681415929	0.283185840707965
map00565	Ether lipid metabolism	0.419354838709677	0.516129032258065	0.387096774193548	0.290322580645161	0.32258064516129	0.419354838709677	0
map00571	Lipoarabinomannan (LAM) biosynthesis	0.571428571428571	0.714285714285714	0.285714285714286	0.214285714285714	0.357142857142857	0.285714285714286	0.142857142857143
map00572	Arabinogalactan biosynthesis - Mycobacterium	0.583333333333333	0.75	0.416666666666667	0.333333333333333	0.25	0.25	0.166666666666667
map00590	Arachidonic acid metabolism	0.244444444444444	0.422222222222222	0	0.177777777777778	0	0.222222222222222	0
map00591	Linoleic acid metabolism	0.28	0.48	0.28	0.24	0.16	0.24	0.04
map00592	alpha-Linolenic acid metabolism	0.56	0.36	0.36	0	0.28	0.32	0.12
map00600	Sphingolipid metabolism	0.48936170212766	0.468085106382979	0.297872340425532	0.382978723404255	0.191489361702128	0.468085106382979	0.106382978723404
map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	0.333333333333333	0.444444444444444	0	0.0740740740740741	0.037037037037037	0	0
map00604	Glycosphingolipid biosynthesis - ganglio series	0.214285714285714	0	0.214285714285714	0	0	0	0
map00620	Pyruvate metabolism	0.722222222222222	0.722222222222222	0.666666666666667	0.626984126984127	0.595238095238095	0.626984126984127	0.468253968253968
map00621	Dioxin degradation	0.354838709677419	0.225806451612903	0.193548387096774	0	0.0645161290322581	0.0645161290322581	0.0645161290322581
map00622	Xylene degradation	0.470588235294118	0.441176470588235	0.235294117647059	0	0	0.205882352941176	0
map00623	Toluene degradation	0	0.173913043478261	0.173913043478261	0.108695652173913	0	0	0
map00624	Polycyclic aromatic hydrocarbon degradation	0.186046511627907	0.162790697674419	0.13953488372093	0.0930232558139535	0	0	0
map00625	Chloroalkane and chloroalkene degradation	0.348837209302326	0.302325581395349	0	0.255813953488372	0	0	0
map00626	Naphthalene degradation	0.275862068965517	0.275862068965517	0.275862068965517	0.241379310344828	0	0	0
map00627	Aminobenzoate degradation	0.382716049382716	0.283950617283951	0.259259259259259	0.185185185185185	0.197530864197531	0.234567901234568	0.185185185185185
map00630	Glyoxylate and dicarboxylate metabolism	0.76	0.69	0.65	0.58	0.54	0.64	0.46
map00633	Nitrotoluene degradation	0.409090909090909	0.409090909090909	0.272727272727273	0.227272727272727	0.272727272727273	0.181818181818182	0.181818181818182
map00640	Propanoate metabolism	0.663636363636364	0.636363636363636	0.645454545454546	0.581818181818182	0.518181818181818	0.581818181818182	0.454545454545455
map00642	Ethylbenzene degradation	0	0.125	0	0	0	0	0
map00643	Styrene degradation	0.48	0.48	0.4	0.4	0	0	0
map00650	Butanoate metabolism	0.666666666666667	0.696969696969697	0.595959595959596	0.535353535353535	0.535353535353535	0.555555555555556	0.343434343434343
map00660	C5-Branched dibasic acid metabolism	0.655172413793103	0.448275862068966	0.448275862068966	0.448275862068966	0.413793103448276	0.413793103448276	0
map00670	One carbon pool by folate	0.594594594594595	0.648648648648649	0.621621621621622	0.675675675675676	0.567567567567568	0.621621621621622	0.513513513513513
map00680	Methane metabolism	0.357894736842105	0.326315789473684	0.326315789473684	0.257894736842105	0.236842105263158	0.278947368421053	0.205263157894737
map00710	Carbon fixation in photosynthetic organisms	0.777777777777778	0.805555555555556	0.722222222222222	0.75	0.694444444444444	0.777777777777778	0.555555555555556
map00720	Carbon fixation pathways in prokaryotes	0.5	0.471698113207547	0.471698113207547	0.386792452830189	0.377358490566038	0.377358490566038	0
map00730	Thiamine metabolism	0.666666666666667	0.666666666666667	0.583333333333333	0.611111111111111	0.611111111111111	0.638888888888889	0.444444444444444
map00740	Riboflavin metabolism	0.510204081632653	0.489795918367347	0.408163265306122	0.551020408163265	0.489795918367347	0.571428571428571	0.36734693877551
map00750	Vitamin B6 metabolism	0.458333333333333	0.458333333333333	0.416666666666667	0.5	0.458333333333333	0.5	0.375
map00760	Nicotinate and nicotinamide metabolism	0.505154639175258	0.45360824742268	0.443298969072165	0.43298969072165	0.422680412371134	0.505154639175258	0.309278350515464
map00770	Pantothenate and CoA biosynthesis	0.704545454545455	0.681818181818182	0.636363636363636	0.704545454545455	0.613636363636364	0.681818181818182	0.5
map00780	Biotin metabolism	0.695652173913043	0.695652173913043	0.739130434782609	0.652173913043478	0.739130434782609	0.652173913043478	0.652173913043478
map00785	Lipoic acid metabolism	0.384615384615385	0.384615384615385	0.384615384615385	0.384615384615385	0.384615384615385	0.384615384615385	0.384615384615385
map00790	Folate biosynthesis	0.609756097560976	0.609756097560976	0.573170731707317	0.573170731707317	0.5	0.597560975609756	0.439024390243902
map00791	Atrazine degradation	0.5625	0.5	0.5	0.5625	0.5625	0.4375	0
map00830	Retinol metabolism	0.26	0.52	0.22	0.2	0	0.16	0.1
map00860	Porphyrin and chlorophyll metabolism	0.618320610687023	0.572519083969466	0.526717557251908	0.488549618320611	0.396946564885496	0.435114503816794	0.374045801526718
map00900	Terpenoid backbone biosynthesis	0.644067796610169	0.576271186440678	0.542372881355932	0.627118644067797	0.491525423728814	0.593220338983051	0.440677966101695
map00901	Indole alkaloid biosynthesis	0.133333333333333	0	0.0666666666666667	0	0	0.0666666666666667	0
map00902	Monoterpenoid biosynthesis	0.24390243902439	0.0975609756097561	0.024390243902439	0	0.024390243902439	0.024390243902439	0
map00903	Limonene and pinene degradation	0.5	0.5	0	0	0	0	0
map00904	Diterpenoid biosynthesis	0.102941176470588	0.0147058823529412	0.0441176470588235	0.0147058823529412	0	0.0294117647058824	0.0147058823529412
map00905	Brassinosteroid biosynthesis	0.363636363636364	0.181818181818182	0.181818181818182	0	0.0909090909090909	0.0909090909090909	0
map00906	Carotenoid biosynthesis	0.307692307692308	0.173076923076923	0.115384615384615	0.0769230769230769	0.0961538461538462	0.173076923076923	0.0192307692307692
map00908	Zeatin biosynthesis	0.7	0.1	0.3	0.2	0.1	0.3	0.1
map00909	Sesquiterpenoid and triterpenoid biosynthesis	0.10958904109589	0.0410958904109589	0.0547945205479452	0.0410958904109589	0.0136986301369863	0	0.0136986301369863
map00910	Nitrogen metabolism	0.553846153846154	0.615384615384615	0.492307692307692	0.446153846153846	0.446153846153846	0.446153846153846	0.353846153846154
map00920	Sulfur metabolism	0.577981651376147	0.44954128440367	0.495412844036697	0.385321100917431	0.348623853211009	0.36697247706422	0.26605504587156
map00930	Caprolactam degradation	0.5	0.636363636363636	0.454545454545455	0.363636363636364	0.318181818181818	0.454545454545455	0.136363636363636
map00940	Phenylpropanoid biosynthesis	0.552631578947368	0.236842105263158	0.421052631578947	0.289473684210526	0	0.315789473684211	0.157894736842105
map00941	Flavonoid biosynthesis	0.333333333333333	0.0740740740740741	0.0740740740740741	0	0	0	0
map00942	Anthocyanin biosynthesis	0.0625	0	0	0	0	0	0
map00943	Isoflavonoid biosynthesis	0.529411764705882	0.0588235294117647	0.176470588235294	0	0	0.0588235294117647	0
map00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis	0.5	0.166666666666667	0	0	0	0.25	0
map00960	Tropane, piperidine and pyridine alkaloid biosynthesis	0.538461538461538	0.5	0.384615384615385	0.538461538461538	0.423076923076923	0.538461538461538	0
map00965	Betalain biosynthesis	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0	0.428571428571429	0
map00966	Glucosinolate biosynthesis	0.523809523809524	0.285714285714286	0	0.428571428571429	0	0.333333333333333	0
map00970	Aminoacyl-tRNA biosynthesis	0.484848484848485	0.515151515151515	0.5	0.515151515151515	0.46969696969697	0.5	0.484848484848485
map00980	Metabolism of xenobiotics by cytochrome P450	0.382352941176471	0.588235294117647	0.294117647058824	0.264705882352941	0.235294117647059	0.323529411764706	0
map00981	Insect hormone biosynthesis	0.388888888888889	0.444444444444444	0.277777777777778	0	0.111111111111111	0	0
map00982	Drug metabolism - cytochrome P450	0.36	0.68	0.4	0	0	0	0
map00983	Drug metabolism - other enzymes	0.75	0.78125	0.6875	0.78125	0.5625	0.71875	0.5
map00984	Steroid degradation	0.4	0.466666666666667	0.466666666666667	0.0666666666666667	0.133333333333333	0.133333333333333	0
map00997	Biosynthesis of various secondary metabolites - part 3	0.181818181818182	0.151515151515152	0.121212121212121	0.0606060606060606	0.0606060606060606	0.0606060606060606	0.0606060606060606
map00998	Biosynthesis of various secondary metabolites - part 2	0.109090909090909	0.0545454545454545	0.0727272727272727	0.0545454545454545	0.0545454545454545	0.0909090909090909	0.0363636363636364
map00999	Biosynthesis of various secondary metabolites - part 1	0	0.0384615384615385	0.0769230769230769	0	0	0	0
map01040	Biosynthesis of unsaturated fatty acids	0.375	0.40625	0.34375	0.53125	0.1875	0.4375	0.0625
map01051	Biosynthesis of ansamycins	0.09375	0.0625	0.09375	0	0.0625	0	0
map01052	Type I polyketide structures	0.0238095238095238	0.00793650793650794	0.0238095238095238	0	0	0	0
map01053	Biosynthesis of siderophore group nonribosomal peptides	0.648648648648649	0.486486486486487	0.621621621621622	0.540540540540541	0.486486486486487	0.405405405405405	0.432432432432432
map01054	Nonribosomal peptide structures	0.111111111111111	0.037037037037037	0.259259259259259	0.0555555555555556	0	0	0
map01055	Biosynthesis of vancomycin group antibiotics	0	0	0.206896551724138	0.137931034482759	0	0	0
map01057	Biosynthesis of type II polyketide products	0	0.0277777777777778	0	0	0	0.0138888888888889	0
map01058	Acridone alkaloid biosynthesis	0.5	0.5	0.5	0	0	0.5	0
map01059	Biosynthesis of enediyne antibiotics	0.0684931506849315	0.0958904109589041	0.0410958904109589	0.0273972602739726	0	0	0
map01501	beta-Lactam resistance	0.446428571428571	0.321428571428571	0.348214285714286	0.348214285714286	0.392857142857143	0.348214285714286	0.258928571428571
map01502	Vancomycin resistance	0.545454545454545	0	0.545454545454545	0.5	0.545454545454545	0.636363636363636	0
map01503	Cationic antimicrobial peptide (CAMP) resistance	0.666666666666667	0.518518518518518	0.666666666666667	0.648148148148148	0.62962962962963	0.648148148148148	0.481481481481481
map01521	EGFR tyrosine kinase inhibitor resistance	0.402985074626866	0.597014925373134	0	0	0	0	0
map01522	Endocrine resistance	0	0.597402597402597	0	0	0	0	0
map01523	Antifolate resistance	0.538461538461538	0.615384615384615	0	0.576923076923077	0	0.5	0
map01524	Platinum drug resistance	0.41304347826087	0.5	0.391304347826087	0.391304347826087	0.304347826086957	0.41304347826087	0
map02010	ABC transporters	0.705078125	0.6484375	0.689453125	0.587890625	0.548828125	0.587890625	0.4296875
map02020	Two-component system	0.587878787878788	0.533333333333333	0.539393939393939	0.492929292929293	0.462626262626263	0.498989898989899	0.351515151515152
map02024	Quorum sensing	0.368794326241135	0.354609929078014	0.354609929078014	0.322695035460993	0.308510638297872	0.343971631205674	0.24113475177305
map02025	Biofilm formation - Pseudomonas aeruginosa	0.477777777777778	0.422222222222222	0.444444444444444	0.4	0.366666666666667	0.455555555555556	0.2
map02026	Biofilm formation - Escherichia coli	0.60655737704918	0.442622950819672	0.459016393442623	0.524590163934426	0.475409836065574	0.60655737704918	0.262295081967213
map02030	Bacterial chemotaxis	0.846153846153846	0.884615384615385	0.653846153846154	0.846153846153846	0.846153846153846	0.846153846153846	0
map02040	Flagellar assembly	0.872727272727273	0.672727272727273	0.818181818181818	0.818181818181818	0.745454545454545	0.727272727272727	0.672727272727273
map02060	Phosphotransferase system (PTS)	0.971830985915493	0.774647887323944	0.985915492957746	0.971830985915493	0.816901408450704	0.845070422535211	0.873239436619718
map03008	Ribosome biogenesis in eukaryotes	0.634146341463415	0.51219512195122	0.573170731707317	0.658536585365854	0.317073170731707	0.75609756097561	0.0487804878048781
map03010	Ribosome	0.888111888111888	0.741258741258741	0.86013986013986	0.818181818181818	0.594405594405594	0.902097902097902	0.41958041958042
map03013	RNA transport	0.542253521126761	0.457746478873239	0.352112676056338	0.450704225352113	0.183098591549296	0.528169014084507	0.0915492957746479
map03015	mRNA surveillance pathway	0.73015873015873	0.53968253968254	0.476190476190476	0.53968253968254	0.301587301587302	0.650793650793651	0.0634920634920635
map03018	RNA degradation	0.708860759493671	0.658227848101266	0.594936708860759	0.645569620253165	0.40506329113924	0.772151898734177	0.291139240506329
map03020	RNA polymerase	0.607843137254902	0.313725490196078	0.568627450980392	0.529411764705882	0.274509803921569	0.607843137254902	0.156862745098039
map03022	Basal transcription factors	0.833333333333333	0.5	0.75	0.694444444444444	0.361111111111111	0.944444444444444	0
map03030	DNA replication	0.716666666666667	0.633333333333333	0.666666666666667	0.666666666666667	0.583333333333333	0.783333333333333	0.4
map03040	Spliceosome	0.585365853658537	0.536585365853659	0.349593495934959	0.40650406504065	0.138211382113821	0.560975609756098	0.0813008130081301
map03050	Proteasome	0.755102040816326	0.530612244897959	0.714285714285714	0.714285714285714	0.408163265306122	0.714285714285714	0.102040816326531
map03060	Protein export	0.743589743589744	0.666666666666667	0.717948717948718	0.743589743589744	0.692307692307692	0.794871794871795	0.487179487179487
map03070	Bacterial secretion system	0.702702702702703	0.527027027027027	0.635135135135135	0.581081081081081	0.635135135135135	0.675675675675676	0.445945945945946
map03320	PPAR signaling pathway	0.365079365079365	0.619047619047619	0.222222222222222	0.238095238095238	0	0.222222222222222	0
map03410	Base excision repair	0.744186046511628	0.651162790697674	0.581395348837209	0.581395348837209	0.511627906976744	0.744186046511628	0.372093023255814
map03420	Nucleotide excision repair	0.787234042553192	0.574468085106383	0.680851063829787	0.723404255319149	0.446808510638298	0.829787234042553	0.234042553191489
map03430	Mismatch repair	0.863636363636364	0.75	0.863636363636364	0.840909090909091	0.795454545454545	0.863636363636364	0.568181818181818
map03440	Homologous recombination	0.694444444444444	0.611111111111111	0.597222222222222	0.625	0.458333333333333	0.625	0.416666666666667
map03450	Non-homologous end-joining	0.421052631578947	0.421052631578947	0.263157894736842	0.473684210526316	0.105263157894737	0.578947368421053	0
map03460	Fanconi anemia pathway	0.444444444444444	0.481481481481481	0.407407407407407	0.277777777777778	0.148148148148148	0.37037037037037	0.0925925925925926
map04010	MAPK signaling pathway	0.348936170212766	0.438297872340426	0.161702127659574	0.170212765957447	0.0936170212765957	0.161702127659574	0
map04011	MAPK signaling pathway - yeast	0.362637362637363	0.197802197802198	0.285714285714286	0.593406593406593	0.340659340659341	0.747252747252747	0
map04012	ErbB signaling pathway	0	0.536231884057971	0	0	0	0	0
map04013	MAPK signaling pathway - fly	0.44047619047619	0.583333333333333	0.25	0.214285714285714	0.142857142857143	0.238095238095238	0
map04014	Ras signaling pathway	0.3	0.438888888888889	0.133333333333333	0.177777777777778	0.0722222222222222	0.2	0.05
map04015	Rap1 signaling pathway	0.382716049382716	0.5	0.216049382716049	0.228395061728395	0.0925925925925926	0	0
map04016	MAPK signaling pathway - plant	0.537037037037037	0	0.240740740740741	0.203703703703704	0.111111111111111	0.148148148148148	0
map04020	Calcium signaling pathway	0.372972972972973	0.556756756756757	0.232432432432432	0.221621621621622	0.102702702702703	0.12972972972973	0.0702702702702703
map04022	cGMP-PKG signaling pathway	0	0.570247933884298	0	0	0	0	0.132231404958678
map04024	cAMP signaling pathway	0	0.539877300613497	0	0	0	0.159509202453988	0
map04060	Cytokine-cytokine receptor interaction	0.0586080586080586	0.131868131868132	0.0293040293040293	0	0	0	0
map04062	Chemokine signaling pathway	0.240740740740741	0.358024691358025	0.12962962962963	0	0	0	0
map04064	NF-kappa B signaling pathway	0	0.329896907216495	0	0	0.0824742268041237	0	0
map04066	HIF-1 signaling pathway	0.5	0.605263157894737	0	0	0	0	0
map04068	FoxO signaling pathway	0.343137254901961	0.490196078431373	0.225490196078431	0	0.156862745098039	0.264705882352941	0
map04070	Phosphatidylinositol signaling system	0.618181818181818	0.6	0.472727272727273	0.418181818181818	0.290909090909091	0.454545454545455	0.181818181818182
map04072	Phospholipase D signaling pathway	0	0.509259259259259	0	0	0	0	0
map04075	Plant hormone signal transduction	0.733333333333333	0.111111111111111	0.244444444444444	0.2	0.0444444444444444	0.155555555555556	0.0444444444444444
map04080	Neuroactive ligand-receptor interaction	0.180645161290323	0.338709677419355	0.125806451612903	0	0.0354838709677419	0.0258064516129032	0
map04110	Cell cycle	0.554545454545455	0.454545454545455	0.436363636363636	0	0.281818181818182	0	0.0545454545454545
map04111	Cell cycle - yeast	0.507936507936508	0.325396825396825	0.388888888888889	0.603174603174603	0.301587301587302	0.682539682539683	0.0476190476190476
map04112	Cell cycle - Caulobacter	0.935483870967742	0.774193548387097	0.838709677419355	0.838709677419355	0.741935483870968	0.774193548387097	0.612903225806452
map04113	Meiosis - yeast	0.504854368932039	0.330097087378641	0.330097087378641	0.553398058252427	0.29126213592233	0.563106796116505	0.0485436893203883
map04114	Oocyte meiosis	0.670886075949367	0.645569620253165	0.430379746835443	0.455696202531646	0	0	0
map04115	p53 signaling pathway	0.26865671641791	0.432835820895522	0.223880597014925	0	0	0	0
map04120	Ubiquitin mediated proteolysis	0.564885496183206	0.450381679389313	0.374045801526718	0.396946564885496	0.190839694656489	0.412213740458015	0.0610687022900763
map04122	Sulfur relay system	0.827586206896552	0.689655172413793	0.827586206896552	0.724137931034483	0.724137931034483	0.793103448275862	0.586206896551724
